Flight Number,Date,Origin,Destination,Scheduled Departure Time,,Actual Departure Time,,Scheduled Arrival Time,,Actual Arrival Time,,Flight Duration,Delay (in minutes),Cancellation,Reason for Delay,Number of Passengers,Customer Satisfaction Score
SH9582,04-05-2024,ORD,LAS,01-01-2023 09:24,,01-01-2023 09:44,,01-01-2023 12:45,,01-01-2023 13:34,,201,49,No,Weather,205,1
SH2384,15-10-2024,DFW,ORD,01-01-2023 12:19,,01-01-2023 12:50,,01-01-2023 17:27,,01-01-2023 18:54,,308,87,No,Technical Issue,277,9
SH3502,10-11-2023,DEN,DEN,01-01-2023 03:25,,01-01-2023 04:30,,01-01-2023 07:28,,01-01-2023 08:36,,243,68,No,Weather,74,9
SH7087,18-03-2025,LAX,ATL,01-01-2023 22:09,,01-01-2023 23:26,,02-01-2023 01:19,,02-01-2023 01:51,,190,32,No,None,245,5
SH6319,29-11-2024,ORD,DFW,01-01-2023 18:18,,01-01-2023 19:32,,01-01-2023 21:16,,01-01-2023 23:14,,178,118,No,None,74,3
SH2480,25-02-2023,LAX,SFO,01-01-2023 11:59,,01-01-2023 13:33,,01-01-2023 17:37,,01-01-2023 18:57,,338,80,No,Crew Unavailability,92,7
SH8350,26-06-2025,MIA,LAX,01-01-2023 12:16,,01-01-2023 12:41,,01-01-2023 14:10,,01-01-2023 14:32,,114,22,No,Technical Issue,258,2
SH3193,07-08-2025,ORD,JFK,01-01-2023 03:34,,01-01-2023 03:50,,01-01-2023 06:54,,01-01-2023 07:57,,200,63,No,Air Traffic,176,3
SH4121,22-09-2023,MIA,DFW,01-01-2023 14:46,,01-01-2023 15:54,,01-01-2023 17:49,,01-01-2023 18:29,,183,40,No,None,103,1
SH2969,20-06-2023,LAX,DFW,01-01-2023 18:39,,01-01-2023 20:30,,01-01-2023 23:09,,01-01-2023 23:37,,270,28,No,Air Traffic,118,5
SH9498,22-10-2023,MIA,SFO,01-01-2023 07:50,,01-01-2023 07:54,,01-01-2023 10:48,,01-01-2023 12:22,,178,94,No,Technical Issue,71,4
SH0411,02-05-2023,JFK,DFW,01-01-2023 14:13,,01-01-2023 14:16,,01-01-2023 16:03,,01-01-2023 17:32,,110,89,No,Technical Issue,148,1
SH7652,01-07-2025,LAX,JFK,01-01-2023 06:15,,01-01-2023 07:32,,01-01-2023 10:30,,01-01-2023 11:41,,255,71,No,Air Traffic,287,1
SH4578,09-03-2025,SEA,JFK,01-01-2023 18:33,,01-01-2023 20:28,,01-01-2023 20:56,,01-01-2023 22:18,,143,82,No,Air Traffic,228,5
SH2126,03-05-2024,ATL,SFO,01-01-2023 08:38,,01-01-2023 10:20,,01-01-2023 13:55,,01-01-2023 15:05,,317,70,No,Air Traffic,69,6
SH7845,17-03-2023,ATL,SEA,01-01-2023 12:10,,01-01-2023 12:21,,01-01-2023 16:19,,01-01-2023 16:48,,249,29,No,Technical Issue,253,6
SH1668,23-03-2024,SEA,LAS,01-01-2023 04:53,,01-01-2023 05:54,,01-01-2023 06:23,,01-01-2023 06:56,,90,33,No,Technical Issue,276,1
SH5837,27-03-2024,LAX,JFK,01-01-2023 21:50,,01-01-2023 22:49,,02-01-2023 00:53,,02-01-2023 01:51,,183,58,Yes,Technical Issue,299,4
SH8981,03-07-2023,MIA,DFW,01-01-2023 23:07,,01-01-2023 23:24,,02-01-2023 03:42,,02-01-2023 05:09,,275,87,No,Technical Issue,282,9
SH4942,18-07-2025,ORD,DEN,01-01-2023 12:39,,01-01-2023 14:12,,01-01-2023 17:58,,01-01-2023 19:49,,319,111,No,Weather,115,5
SH8782,14-05-2024,SFO,DEN,01-01-2023 00:26,,01-01-2023 02:22,,01-01-2023 05:10,,01-01-2023 06:56,,284,106,No,None,59,6
SH1503,12-09-2024,DEN,SEA,01-01-2023 01:43,,01-01-2023 02:11,,01-01-2023 03:06,,01-01-2023 04:03,,83,57,No,Air Traffic,257,7
SH1774,28-07-2023,MIA,LAS,01-01-2023 15:34,,01-01-2023 17:15,,01-01-2023 19:06,,01-01-2023 19:09,,212,3,No,Air Traffic,127,9
SH3417,12-02-2024,SEA,ORD,01-01-2023 23:31,,02-01-2023 00:51,,02-01-2023 02:56,,02-01-2023 03:32,,205,36,No,Crew Unavailability,80,6
SH2129,30-01-2024,SFO,DEN,01-01-2023 04:00,,01-01-2023 04:55,,01-01-2023 07:11,,01-01-2023 07:42,,191,31,No,Weather,195,10
SH8116,09-11-2023,DFW,SFO,01-01-2023 17:36,,01-01-2023 17:43,,01-01-2023 23:02,,01-01-2023 23:57,,326,55,No,Crew Unavailability,115,6
SH6633,07-05-2023,SFO,SEA,01-01-2023 23:30,,02-01-2023 01:16,,02-01-2023 04:19,,02-01-2023 06:06,,289,107,No,Crew Unavailability,173,9
SH6348,27-07-2025,SFO,SFO,01-01-2023 09:30,,01-01-2023 09:30,,01-01-2023 14:43,,01-01-2023 14:49,,313,6,No,Technical Issue,189,5
SH3705,01-07-2023,LAX,DFW,01-01-2023 00:00,,01-01-2023 00:19,,01-01-2023 02:33,,01-01-2023 04:21,,153,108,No,Weather,113,8
SH9528,23-04-2023,MIA,SFO,01-01-2023 19:34,,01-01-2023 21:03,,01-01-2023 22:08,,01-01-2023 22:23,,154,15,No,Crew Unavailability,235,5
SH4830,09-11-2023,DFW,DEN,01-01-2023 06:53,,01-01-2023 07:58,,01-01-2023 12:51,,01-01-2023 13:50,,358,59,No,Air Traffic,75,7
SH3519,14-06-2024,DEN,MIA,01-01-2023 10:51,,01-01-2023 11:09,,01-01-2023 15:32,,01-01-2023 17:25,,281,113,No,Technical Issue,213,7
SH9443,06-07-2025,SEA,SEA,01-01-2023 09:48,,01-01-2023 10:28,,01-01-2023 14:42,,01-01-2023 16:18,,294,96,No,Crew Unavailability,290,6
SH2587,13-04-2025,SFO,ORD,01-01-2023 00:12,,01-01-2023 01:05,,01-01-2023 04:07,,01-01-2023 04:28,,235,21,No,Crew Unavailability,103,5
SH9901,20-09-2023,SFO,ORD,01-01-2023 15:32,,01-01-2023 15:59,,01-01-2023 20:07,,01-01-2023 21:36,,275,89,No,Weather,255,5
SH9704,24-09-2025,DEN,SFO,01-01-2023 22:43,,01-01-2023 23:19,,02-01-2023 00:27,,02-01-2023 01:47,,104,80,No,Technical Issue,135,2
SH0765,02-07-2024,ORD,SEA,01-01-2023 18:56,,01-01-2023 20:21,,01-01-2023 22:31,,01-01-2023 23:30,,215,59,No,None,245,6
SH2432,03-01-2023,LAS,JFK,01-01-2023 13:08,,01-01-2023 13:57,,01-01-2023 17:47,,01-01-2023 19:12,,279,85,No,Technical Issue,153,10
SH7447,13-05-2023,SEA,SEA,01-01-2023 09:10,,01-01-2023 09:54,,01-01-2023 11:50,,01-01-2023 12:47,,160,57,No,None,148,1
SH3541,13-04-2025,ATL,DFW,01-01-2023 15:09,,01-01-2023 16:53,,01-01-2023 20:34,,01-01-2023 22:03,,325,89,No,Weather,76,7
SH4882,08-07-2023,LAX,SEA,01-01-2023 11:23,,01-01-2023 11:41,,01-01-2023 12:42,,01-01-2023 14:03,,79,81,No,Technical Issue,85,9
SH5847,07-07-2023,DEN,LAS,01-01-2023 10:28,,01-01-2023 11:49,,01-01-2023 14:12,,01-01-2023 14:34,,224,22,No,Technical Issue,213,2
SH7630,28-03-2024,JFK,DFW,01-01-2023 16:33,,01-01-2023 17:48,,01-01-2023 20:06,,01-01-2023 21:50,,213,104,No,Weather,93,8
SH6240,18-02-2025,LAS,DFW,01-01-2023 17:12,,01-01-2023 17:23,,01-01-2023 18:35,,01-01-2023 20:32,,83,117,No,None,237,3
SH6001,28-02-2025,DFW,LAS,01-01-2023 18:03,,01-01-2023 18:36,,01-01-2023 22:17,,01-01-2023 22:52,,254,35,No,Weather,115,9
SH5700,15-01-2023,MIA,DEN,01-01-2023 03:22,,01-01-2023 04:14,,01-01-2023 06:14,,01-01-2023 08:11,,172,117,No,Air Traffic,202,6
SH1169,23-03-2024,DFW,LAX,01-01-2023 22:51,,02-01-2023 00:31,,02-01-2023 00:52,,02-01-2023 02:07,,121,75,Yes,Technical Issue,127,1
SH7537,01-10-2023,SEA,SFO,01-01-2023 09:04,,01-01-2023 09:49,,01-01-2023 14:20,,01-01-2023 15:57,,316,97,No,Technical Issue,197,4
SH3493,01-12-2024,DEN,SEA,01-01-2023 08:28,,01-01-2023 09:47,,01-01-2023 14:19,,01-01-2023 16:09,,351,110,No,Crew Unavailability,135,10
SH3278,25-05-2024,ATL,DEN,01-01-2023 23:15,,02-01-2023 00:24,,02-01-2023 01:27,,02-01-2023 02:39,,132,72,No,Technical Issue,233,6
SH1276,28-02-2023,ORD,DEN,01-01-2023 12:56,,01-01-2023 14:45,,01-01-2023 14:22,,01-01-2023 14:48,,86,26,No,Weather,214,5
SH5622,10-06-2025,ATL,MIA,01-01-2023 22:28,,01-01-2023 23:48,,02-01-2023 01:58,,02-01-2023 03:01,,210,63,No,Air Traffic,88,5
SH3977,23-02-2024,JFK,SEA,01-01-2023 01:56,,01-01-2023 02:52,,01-01-2023 03:24,,01-01-2023 05:24,,88,120,No,None,221,6
SH8150,14-04-2023,LAS,LAX,01-01-2023 13:35,,01-01-2023 14:11,,01-01-2023 18:13,,01-01-2023 19:17,,278,64,No,Air Traffic,246,8
SH4250,26-07-2024,SEA,ATL,01-01-2023 08:51,,01-01-2023 08:51,,01-01-2023 14:00,,01-01-2023 15:48,,309,108,No,Crew Unavailability,207,1
SH1532,11-04-2025,SEA,SFO,01-01-2023 23:51,,02-01-2023 01:35,,02-01-2023 01:06,,02-01-2023 02:13,,75,67,Yes,Weather,250,7
SH0950,30-03-2023,SFO,MIA,01-01-2023 08:45,,01-01-2023 09:27,,01-01-2023 11:41,,01-01-2023 12:14,,176,33,No,Crew Unavailability,136,2
SH7793,08-03-2025,ORD,JFK,01-01-2023 12:37,,01-01-2023 12:47,,01-01-2023 17:43,,01-01-2023 18:45,,306,62,No,None,106,3
SH4195,07-08-2024,ORD,DEN,01-01-2023 07:57,,01-01-2023 08:55,,01-01-2023 13:43,,01-01-2023 14:11,,346,28,No,Air Traffic,57,5
SH4350,19-02-2023,MIA,LAX,01-01-2023 22:40,,01-01-2023 22:45,,02-01-2023 04:33,,02-01-2023 06:33,,353,120,No,None,204,2
SH7717,30-06-2023,SEA,SFO,01-01-2023 20:06,,01-01-2023 22:03,,01-01-2023 21:45,,01-01-2023 23:33,,99,108,No,Weather,64,2
SH3090,18-12-2023,ORD,SFO,01-01-2023 02:34,,01-01-2023 03:13,,01-01-2023 05:35,,01-01-2023 05:52,,181,17,No,Air Traffic,300,1
SH8868,28-08-2024,JFK,DFW,01-01-2023 03:33,,01-01-2023 04:05,,01-01-2023 05:22,,01-01-2023 07:00,,109,98,No,None,56,7
SH1577,09-09-2025,ORD,ORD,01-01-2023 07:30,,01-01-2023 08:43,,01-01-2023 13:29,,01-01-2023 14:51,,359,82,No,Air Traffic,230,8
SH0865,24-03-2024,MIA,SFO,01-01-2023 12:15,,01-01-2023 13:13,,01-01-2023 17:40,,01-01-2023 18:21,,325,41,No,Weather,56,6
SH5142,11-09-2023,ATL,ATL,01-01-2023 14:30,,01-01-2023 15:16,,01-01-2023 19:56,,01-01-2023 20:48,,326,52,No,Weather,79,4
SH2892,02-10-2024,MIA,SFO,01-01-2023 14:03,,01-01-2023 15:44,,01-01-2023 15:42,,01-01-2023 17:34,,99,112,No,Air Traffic,221,7
SH9108,23-07-2024,ATL,SFO,01-01-2023 02:55,,01-01-2023 04:29,,01-01-2023 05:47,,01-01-2023 07:18,,172,91,No,None,247,8
SH5935,08-09-2023,DFW,LAX,01-01-2023 14:56,,01-01-2023 16:25,,01-01-2023 18:43,,01-01-2023 18:54,,227,11,No,Weather,55,2
SH9098,15-06-2024,MIA,ORD,01-01-2023 18:58,,01-01-2023 20:45,,01-01-2023 23:48,,02-01-2023 01:31,,290,103,No,Air Traffic,262,10
SH9854,26-07-2024,DEN,LAX,01-01-2023 14:25,,01-01-2023 16:17,,01-01-2023 17:00,,01-01-2023 17:02,,155,2,No,Technical Issue,74,10
SH0496,19-10-2024,MIA,MIA,01-01-2023 16:46,,01-01-2023 18:33,,01-01-2023 20:27,,01-01-2023 21:56,,221,89,No,Crew Unavailability,216,6
SH0143,22-06-2023,SEA,ORD,01-01-2023 00:54,,01-01-2023 01:13,,01-01-2023 04:03,,01-01-2023 04:37,,189,34,No,Technical Issue,187,10
SH6798,09-12-2024,DEN,JFK,01-01-2023 13:18,,01-01-2023 13:56,,01-01-2023 16:49,,01-01-2023 18:00,,211,71,No,None,263,4
SH3471,05-09-2023,MIA,LAS,01-01-2023 00:12,,01-01-2023 02:11,,01-01-2023 01:33,,01-01-2023 03:33,,81,120,No,Crew Unavailability,214,9
SH6223,27-10-2024,ORD,LAS,01-01-2023 00:45,,01-01-2023 02:21,,01-01-2023 03:07,,01-01-2023 03:25,,142,18,No,Weather,57,10
SH8787,04-08-2025,DFW,MIA,01-01-2023 00:41,,01-01-2023 02:15,,01-01-2023 04:23,,01-01-2023 04:23,,222,0,No,Weather,142,9
SH5229,23-05-2025,LAS,SFO,01-01-2023 03:08,,01-01-2023 04:12,,01-01-2023 06:27,,01-01-2023 07:46,,199,79,No,Weather,187,3
SH6011,17-04-2024,LAS,LAS,01-01-2023 21:37,,01-01-2023 23:19,,02-01-2023 02:38,,02-01-2023 03:35,,301,57,No,Technical Issue,173,2
SH1890,28-11-2023,DFW,DFW,01-01-2023 01:12,,01-01-2023 01:25,,01-01-2023 06:40,,01-01-2023 07:25,,328,45,No,Technical Issue,277,4
SH9560,23-01-2024,ORD,MIA,01-01-2023 02:28,,01-01-2023 04:01,,01-01-2023 04:27,,01-01-2023 04:42,,119,15,No,None,232,7
SH8371,16-07-2024,JFK,SEA,01-01-2023 04:43,,01-01-2023 06:27,,01-01-2023 09:01,,01-01-2023 11:01,,258,120,No,Weather,298,8
SH2129,16-06-2024,ORD,LAS,01-01-2023 23:41,,02-01-2023 00:26,,02-01-2023 03:51,,02-01-2023 04:09,,250,18,No,None,73,6
SH4999,19-07-2023,DEN,MIA,01-01-2023 05:29,,01-01-2023 06:50,,01-01-2023 07:12,,01-01-2023 09:08,,103,116,No,Weather,187,7
SH7052,11-04-2023,SEA,LAX,01-01-2023 12:06,,01-01-2023 13:33,,01-01-2023 15:10,,01-01-2023 15:15,,184,5,No,Technical Issue,248,7
SH6477,29-09-2024,SEA,SFO,01-01-2023 12:26,,01-01-2023 14:04,,01-01-2023 17:07,,01-01-2023 19:07,,281,120,No,None,172,5
SH3136,22-06-2025,MIA,JFK,01-01-2023 14:54,,01-01-2023 15:05,,01-01-2023 16:34,,01-01-2023 17:41,,100,67,No,Crew Unavailability,85,6
SH7137,14-06-2023,JFK,SFO,01-01-2023 12:44,,01-01-2023 13:17,,01-01-2023 18:26,,01-01-2023 19:15,,342,49,No,Weather,196,6
SH2379,02-03-2024,SFO,MIA,01-01-2023 22:31,,02-01-2023 00:26,,02-01-2023 00:56,,02-01-2023 01:18,,145,22,No,Air Traffic,192,2
SH7161,28-09-2023,MIA,SEA,01-01-2023 22:01,,01-01-2023 23:51,,01-01-2023 23:41,,01-01-2023 23:57,,100,16,No,Air Traffic,112,10
SH7362,06-10-2023,DFW,ATL,01-01-2023 07:43,,01-01-2023 09:11,,01-01-2023 12:46,,01-01-2023 14:12,,303,86,No,Weather,263,9
SH6898,03-04-2025,MIA,SEA,01-01-2023 17:51,,01-01-2023 19:33,,01-01-2023 23:40,,02-01-2023 00:42,,349,62,No,Technical Issue,108,3
SH3010,30-03-2025,ORD,DEN,01-01-2023 01:49,,01-01-2023 02:58,,01-01-2023 03:57,,01-01-2023 05:52,,128,115,No,Crew Unavailability,173,4
SH1041,19-08-2023,DFW,LAS,01-01-2023 09:22,,01-01-2023 10:18,,01-01-2023 13:00,,01-01-2023 13:19,,218,19,No,Air Traffic,274,6
SH3780,27-08-2023,SFO,SEA,01-01-2023 13:26,,01-01-2023 14:27,,01-01-2023 19:01,,01-01-2023 19:36,,335,35,No,Technical Issue,128,1
SH4858,19-12-2023,JFK,SFO,01-01-2023 12:06,,01-01-2023 13:45,,01-01-2023 13:55,,01-01-2023 14:54,,109,59,No,None,262,5
SH7997,07-05-2024,ATL,SEA,01-01-2023 06:31,,01-01-2023 07:33,,01-01-2023 12:11,,01-01-2023 12:11,,340,0,No,Crew Unavailability,226,10
SH8233,25-09-2025,SFO,ATL,01-01-2023 13:59,,01-01-2023 15:20,,01-01-2023 15:26,,01-01-2023 16:01,,87,35,No,None,51,10
SH9985,06-03-2024,DFW,ORD,01-01-2023 17:52,,01-01-2023 18:52,,01-01-2023 21:07,,01-01-2023 21:43,,195,36,No,Weather,153,7
SH7384,16-02-2023,ATL,ORD,01-01-2023 04:41,,01-01-2023 06:24,,01-01-2023 05:41,,01-01-2023 06:21,,60,40,No,Air Traffic,103,8
SH4899,09-09-2024,SFO,DEN,01-01-2023 11:26,,01-01-2023 12:11,,01-01-2023 15:22,,01-01-2023 16:35,,236,73,No,None,157,4
SH0684,13-04-2025,ORD,ORD,01-01-2023 16:26,,01-01-2023 16:37,,01-01-2023 18:03,,01-01-2023 19:45,,97,102,No,Crew Unavailability,145,8
SH9319,30-11-2024,DEN,SEA,01-01-2023 05:05,,01-01-2023 06:47,,01-01-2023 07:03,,01-01-2023 07:55,,118,52,No,Crew Unavailability,144,4
SH2995,27-10-2024,SEA,LAS,01-01-2023 15:45,,01-01-2023 16:17,,01-01-2023 17:20,,01-01-2023 17:44,,95,24,No,Air Traffic,175,1
SH0919,30-06-2025,ATL,LAX,01-01-2023 11:44,,01-01-2023 13:18,,01-01-2023 15:58,,01-01-2023 16:31,,254,33,No,Crew Unavailability,263,6
SH2117,23-02-2024,DEN,ATL,01-01-2023 00:31,,01-01-2023 02:00,,01-01-2023 03:48,,01-01-2023 05:25,,197,97,No,Crew Unavailability,166,4
SH7810,27-03-2024,SFO,ORD,01-01-2023 02:23,,01-01-2023 02:34,,01-01-2023 04:38,,01-01-2023 05:20,,135,42,No,Technical Issue,280,7
SH9390,08-03-2024,ATL,SFO,01-01-2023 05:52,,01-01-2023 07:52,,01-01-2023 07:32,,01-01-2023 07:47,,100,15,No,Technical Issue,185,4
SH5073,31-08-2023,DEN,LAS,01-01-2023 02:10,,01-01-2023 02:50,,01-01-2023 03:54,,01-01-2023 05:25,,104,91,Yes,Air Traffic,89,4
SH0133,30-11-2023,DEN,DFW,01-01-2023 14:58,,01-01-2023 15:43,,01-01-2023 16:19,,01-01-2023 17:06,,81,47,No,Technical Issue,137,1
SH8420,14-09-2025,JFK,DEN,01-01-2023 22:24,,01-01-2023 22:55,,02-01-2023 03:15,,02-01-2023 04:58,,291,103,No,Weather,255,9
SH2337,05-02-2024,MIA,MIA,01-01-2023 20:48,,01-01-2023 22:47,,02-01-2023 00:26,,02-01-2023 00:57,,218,31,No,Technical Issue,143,4
SH8601,27-01-2023,LAS,DEN,01-01-2023 13:15,,01-01-2023 14:16,,01-01-2023 14:27,,01-01-2023 14:47,,72,20,No,None,243,10
SH7764,28-04-2025,ORD,DFW,01-01-2023 08:48,,01-01-2023 08:59,,01-01-2023 11:35,,01-01-2023 11:41,,167,6,No,Weather,78,3
SH1823,01-12-2023,SEA,ORD,01-01-2023 10:54,,01-01-2023 11:20,,01-01-2023 16:46,,01-01-2023 17:47,,352,61,No,None,93,4
SH5424,07-10-2024,JFK,SEA,01-01-2023 06:34,,01-01-2023 07:20,,01-01-2023 12:32,,01-01-2023 12:41,,358,9,No,None,181,3
SH5870,16-04-2025,MIA,SEA,01-01-2023 15:35,,01-01-2023 17:15,,01-01-2023 17:26,,01-01-2023 17:28,,111,2,No,Technical Issue,296,7
SH3711,02-09-2024,LAS,ATL,01-01-2023 11:54,,01-01-2023 12:34,,01-01-2023 13:30,,01-01-2023 14:17,,96,47,No,Crew Unavailability,104,8
SH5921,15-08-2025,ATL,MIA,01-01-2023 05:25,,01-01-2023 05:40,,01-01-2023 08:48,,01-01-2023 10:42,,203,114,No,Crew Unavailability,71,7
SH3961,22-07-2024,MIA,JFK,01-01-2023 11:04,,01-01-2023 12:54,,01-01-2023 12:53,,01-01-2023 13:26,,109,33,No,Crew Unavailability,64,1
SH7952,21-12-2024,LAS,ATL,01-01-2023 11:06,,01-01-2023 11:43,,01-01-2023 14:54,,01-01-2023 16:17,,228,83,No,Technical Issue,192,5
SH1997,16-04-2024,ATL,DEN,01-01-2023 04:56,,01-01-2023 05:02,,01-01-2023 07:24,,01-01-2023 07:52,,148,28,No,Air Traffic,136,2
SH3161,09-05-2025,ATL,LAX,01-01-2023 06:56,,01-01-2023 07:53,,01-01-2023 08:10,,01-01-2023 09:01,,74,51,No,Technical Issue,242,10
SH5576,30-08-2023,DEN,SFO,01-01-2023 22:59,,01-01-2023 23:43,,02-01-2023 01:07,,02-01-2023 02:13,,128,66,No,Weather,89,1
SH8823,05-10-2023,ATL,SEA,01-01-2023 01:23,,01-01-2023 02:39,,01-01-2023 05:45,,01-01-2023 06:05,,262,20,No,Weather,80,6
SH4104,05-03-2023,MIA,JFK,01-01-2023 22:18,,01-01-2023 23:49,,02-01-2023 02:41,,02-01-2023 04:00,,263,79,No,Crew Unavailability,197,8
SH6983,15-01-2023,LAX,ORD,01-01-2023 11:14,,01-01-2023 11:58,,01-01-2023 15:42,,01-01-2023 17:40,,268,118,No,Weather,74,9
SH0705,29-12-2023,LAX,ATL,01-01-2023 21:04,,01-01-2023 21:46,,02-01-2023 00:56,,02-01-2023 00:58,,232,2,No,Crew Unavailability,253,8
SH9430,29-01-2025,MIA,LAS,01-01-2023 17:50,,01-01-2023 18:27,,01-01-2023 19:06,,01-01-2023 19:39,,76,33,No,Technical Issue,241,8
SH5778,16-07-2024,LAS,SEA,01-01-2023 12:24,,01-01-2023 13:28,,01-01-2023 16:39,,01-01-2023 18:01,,255,82,No,Weather,208,8
SH7213,29-05-2025,ORD,SEA,01-01-2023 01:58,,01-01-2023 03:41,,01-01-2023 07:08,,01-01-2023 07:09,,310,1,No,Crew Unavailability,172,6
SH0451,15-07-2024,MIA,SFO,01-01-2023 08:34,,01-01-2023 10:26,,01-01-2023 10:18,,01-01-2023 11:00,,104,42,No,Air Traffic,161,2
SH3487,28-04-2023,DFW,ATL,01-01-2023 19:03,,01-01-2023 19:56,,01-01-2023 22:51,,01-01-2023 23:36,,228,45,No,Weather,261,3
SH3626,18-01-2024,LAS,DEN,01-01-2023 22:03,,02-01-2023 00:00,,02-01-2023 01:18,,02-01-2023 02:08,,195,50,No,Weather,253,2
SH8363,07-01-2025,MIA,DEN,01-01-2023 01:25,,01-01-2023 01:44,,01-01-2023 02:55,,01-01-2023 04:24,,90,89,No,Air Traffic,257,6
SH9683,06-04-2023,DEN,ATL,01-01-2023 18:21,,01-01-2023 19:56,,01-01-2023 20:09,,01-01-2023 22:09,,108,120,No,None,222,7
SH8466,04-01-2025,JFK,JFK,01-01-2023 13:25,,01-01-2023 13:48,,01-01-2023 18:09,,01-01-2023 18:33,,284,24,No,Air Traffic,195,2
SH7305,11-02-2025,MIA,DEN,01-01-2023 13:07,,01-01-2023 14:17,,01-01-2023 17:31,,01-01-2023 17:32,,264,1,No,Technical Issue,62,6
SH0314,11-12-2024,ATL,LAX,01-01-2023 18:32,,01-01-2023 19:26,,01-01-2023 20:00,,01-01-2023 21:43,,88,103,No,Crew Unavailability,57,3
SH8734,27-01-2023,SFO,JFK,01-01-2023 22:40,,01-01-2023 23:22,,02-01-2023 01:40,,02-01-2023 02:40,,180,60,No,Air Traffic,51,4
SH5768,31-07-2023,LAX,JFK,01-01-2023 08:05,,01-01-2023 09:48,,01-01-2023 12:45,,01-01-2023 14:31,,280,106,No,Crew Unavailability,112,9
SH8692,27-02-2025,LAS,SEA,01-01-2023 23:48,,02-01-2023 01:04,,02-01-2023 05:37,,02-01-2023 06:44,,349,67,No,Air Traffic,180,7
SH3035,06-05-2024,SEA,LAX,01-01-2023 09:48,,01-01-2023 11:34,,01-01-2023 11:54,,01-01-2023 13:53,,126,119,No,Weather,278,4
SH5741,17-10-2023,ATL,ATL,01-01-2023 21:19,,01-01-2023 21:44,,02-01-2023 01:16,,02-01-2023 02:00,,237,44,No,None,71,1
SH8004,21-03-2023,DEN,DEN,01-01-2023 11:37,,01-01-2023 12:34,,01-01-2023 14:12,,01-01-2023 14:54,,155,42,No,Technical Issue,193,10
SH8927,20-01-2024,JFK,MIA,01-01-2023 07:10,,01-01-2023 08:18,,01-01-2023 10:47,,01-01-2023 12:34,,217,107,No,Crew Unavailability,126,9
SH5364,04-07-2024,DFW,SEA,01-01-2023 08:34,,01-01-2023 10:05,,01-01-2023 10:11,,01-01-2023 10:16,,97,5,No,Crew Unavailability,283,2
SH7451,29-02-2024,DFW,LAS,01-01-2023 10:37,,01-01-2023 11:24,,01-01-2023 16:21,,01-01-2023 17:56,,344,95,No,Crew Unavailability,231,2
SH6369,08-03-2025,DFW,DFW,01-01-2023 02:18,,01-01-2023 02:58,,01-01-2023 06:49,,01-01-2023 08:22,,271,93,No,Technical Issue,222,7
SH9947,06-06-2023,ORD,DFW,01-01-2023 15:32,,01-01-2023 15:51,,01-01-2023 20:18,,01-01-2023 21:48,,286,90,No,None,153,4
SH4172,08-02-2024,JFK,MIA,01-01-2023 23:29,,02-01-2023 01:19,,02-01-2023 03:46,,02-01-2023 04:01,,257,15,No,Weather,159,4
SH1344,09-01-2025,DFW,SEA,01-01-2023 10:43,,01-01-2023 10:44,,01-01-2023 13:32,,01-01-2023 15:09,,169,97,No,None,194,9
SH6228,13-03-2024,DEN,SFO,01-01-2023 12:25,,01-01-2023 14:16,,01-01-2023 14:46,,01-01-2023 16:03,,141,77,No,Crew Unavailability,137,6
SH6900,12-11-2023,DFW,DFW,01-01-2023 23:14,,02-01-2023 00:03,,02-01-2023 01:23,,02-01-2023 02:51,,129,88,No,None,54,2
SH1237,29-10-2023,ORD,DEN,01-01-2023 17:11,,01-01-2023 18:14,,01-01-2023 19:21,,01-01-2023 20:45,,130,84,Yes,Crew Unavailability,285,8
SH1939,27-03-2024,SFO,SFO,01-01-2023 13:56,,01-01-2023 14:03,,01-01-2023 19:02,,01-01-2023 20:05,,306,63,No,Crew Unavailability,50,2
SH8817,11-06-2025,ATL,SEA,01-01-2023 19:35,,01-01-2023 20:34,,01-01-2023 23:48,,02-01-2023 01:35,,253,107,No,Weather,244,5
SH8649,04-06-2025,SFO,JFK,01-01-2023 01:20,,01-01-2023 02:08,,01-01-2023 06:08,,01-01-2023 06:53,,288,45,No,Weather,177,2
SH2346,13-04-2023,MIA,SEA,01-01-2023 13:16,,01-01-2023 13:29,,01-01-2023 15:29,,01-01-2023 15:34,,133,5,No,Crew Unavailability,201,8
SH2454,27-06-2025,DFW,ORD,01-01-2023 02:18,,01-01-2023 03:58,,01-01-2023 05:35,,01-01-2023 06:01,,197,26,No,None,62,9
SH5485,08-10-2024,DEN,ATL,01-01-2023 19:51,,01-01-2023 20:47,,01-01-2023 22:08,,02-01-2023 00:03,,137,115,No,Technical Issue,234,4
SH5738,11-09-2025,DEN,LAX,01-01-2023 02:07,,01-01-2023 03:46,,01-01-2023 07:35,,01-01-2023 08:49,,328,74,No,Air Traffic,214,10
SH4334,25-04-2025,DEN,SEA,01-01-2023 14:40,,01-01-2023 15:44,,01-01-2023 20:36,,01-01-2023 22:12,,356,96,No,Weather,141,9
SH0196,12-10-2023,SFO,JFK,01-01-2023 18:06,,01-01-2023 19:29,,01-01-2023 21:09,,01-01-2023 22:39,,183,90,No,Crew Unavailability,153,3
SH7949,15-05-2023,LAS,JFK,01-01-2023 16:34,,01-01-2023 17:10,,01-01-2023 18:07,,01-01-2023 19:09,,93,62,No,None,203,1
